"id","school_list_id","school_id","status"
10045,2880,8,"Interested"
10046,5807,5,"Interested"
10047,5807,2,"Interested"
10048,5807,6,"Rejected"
10049,5807,10,"Applying"
10050,5807,9,"Applied"
10051,8044,8,"Applying"
10052,8044,10,"Applying"
10053,1361,5,"Interested"
10054,1361,6,"Applying"
10055,1361,1,"Interested"
10056,1361,2,"Interested"
10057,1361,10,"Interested"
10058,3033,7,"Rejected"
10059,3033,9,"Accepted"
10060,3033,10,"Interested"
10061,3033,2,"Rejected"
10062,3033,3,"Rejected"
10063,3033,4,"Interested"
10064,3033,1,"Interested"
10065,3033,5,"Applying"
10066,3033,6,"Applied"
10067,5145,4,"Interested"
10068,5145,1,"Interested"
10069,5145,5,"Interested"
10070,5145,3,"Accepted"
10071,5145,6,"Interested"
10072,5145,7,"Interested"
10073,5145,10,"Interested"
10074,5145,9,"Interested"
10075,5145,2,"Interested"
10076,8788,5,"Applied"
10077,8788,10,"Interested"
10078,8788,4,"Interested"
10079,8788,3,"Applied"
10080,8788,1,"Applying"
10081,8788,7,"Interested"
10082,8788,2,"Applying"
10083,8788,9,"Applying"
10084,8788,6,"Interested"
10085,7810,7,"Rejected"
10086,7810,5,"Rejected"
10087,7810,3,"Interested"
10088,7810,2,"Interested"
10089,7810,8,"Interested"
10090,7810,6,"Applying"
10091,7810,10,"Interested"
10092,7810,9,"Interested"
10093,1487,6,"Rejected"
10094,1487,9,"Interested"
10095,1487,10,"Rejected"
10096,1487,4,"Interested"
10097,1487,8,"Interested"
10098,1487,1,"Interested"
10099,1487,3,"Rejected"
10100,2248,3,"Accepted"
10101,2248,5,"Rejected"
10102,2248,7,"Applied"
10103,2248,9,"Interested"
10104,2248,1,"Applied"
10105,2248,10,"Interested"
10106,2248,4,"Accepted"
10107,9187,1,"Applying"
10108,9187,8,"Rejected"
10109,9187,7,"Interested"
10110,9187,2,"Interested"
10111,9187,4,"Interested"
10112,9187,5,"Interested"
10113,9187,3,"Applied"
10114,9187,6,"Interested"
10115,2634,6,"Interested"
10116,2634,3,"Interested"
10117,2634,2,"Applying"
10118,2634,10,"Applied"
10119,2634,9,"Interested"
10120,2634,7,"Interested"
10121,2634,5,"Rejected"
10122,2634,4,"Interested"
10123,2634,1,"Interested"
10124,2634,8,"Interested"
10125,2156,9,"Interested"
10126,2156,2,"Interested"
10127,2156,4,"Applied"
10128,2156,3,"Interested"
10129,2156,6,"Rejected"
10130,2156,7,"Interested"
10131,2156,1,"Interested"
10132,2156,10,"Accepted"
10133,2156,5,"Applying"
10134,6848,4,"Interested"
10135,6848,3,"Interested"
10136,6848,6,"Accepted"
10137,6848,8,"Interested"
10138,6848,10,"Applying"
10139,6848,7,"Accepted"
10140,6848,1,"Accepted"
10141,6848,9,"Applied"
10142,23,3,"Interested"
10143,23,7,"Rejected"
10144,23,4,"Applied"
10145,23,6,"Interested"
10146,23,1,"Interested"
10147,23,5,"Interested"
10148,23,2,"Interested"
10149,23,8,"Applying"
10150,7268,1,"Applying"
10151,7268,8,"Enrolled"
10152,7268,9,"Interested"
10153,7268,3,"Interested"
10154,7268,4,"Interested"
10155,7268,2,"Applying"
10156,7268,6,"Rejected"
10157,6535,10,"Accepted"
10158,6535,6,"Applied"
10159,6535,7,"Interested"
10160,6535,3,"Interested"
10161,6535,2,"Rejected"
10162,6535,1,"Interested"
10163,6535,8,"Applying"
10164,6535,9,"Interested"
10165,6535,4,"Interested"
10166,6110,10,"Interested"
10167,6110,3,"Interested"
10168,6110,6,"Interested"
10169,6110,5,"Interested"
10170,6110,8,"Interested"
10171,6110,2,"Interested"
10172,3374,1,"Interested"
10173,3374,2,"Interested"
10174,3374,6,"Applied"
10175,3374,8,"Enrolled"
10176,3374,5,"Applying"
10177,3374,4,"Applying"
10178,3374,10,"Interested"
10179,3374,9,"Interested"
10180,3374,3,"Interested"
10181,3374,7,"Interested"
10182,2595,4,"Enrolled"
10183,2595,9,"Interested"
10184,2595,3,"Interested"
10185,2595,2,"Interested"
10186,2595,5,"Interested"
10187,2595,6,"Accepted"
10188,2595,7,"Accepted"
10189,317,7,"Accepted"
10190,317,2,"Rejected"
10191,317,1,"Accepted"
10192,317,3,"Applied"
10193,317,5,"Interested"
10194,317,6,"Applied"
10195,7151,5,"Rejected"
10196,7151,7,"Applying"
10197,7151,6,"Interested"
10198,7151,3,"Interested"
10199,7151,8,"Interested"
10200,7151,4,"Rejected"
10201,6059,9,"Interested"
10202,6059,10,"Interested"
10203,6059,6,"Interested"
10204,6059,2,"Interested"
10205,6059,7,"Rejected"
10206,6059,4,"Interested"
10207,6059,3,"Rejected"
10208,7130,2,"Interested"
10209,7130,3,"Rejected"
10210,7130,9,"Rejected"
10211,7130,5,"Interested"
10212,7130,7,"Interested"
10213,7130,10,"Interested"
10214,2227,3,"Applied"
10215,2227,8,"Rejected"
10216,2227,6,"Rejected"
10217,2227,7,"Interested"
10218,2227,5,"Interested"
10219,2227,10,"Accepted"
10220,2227,4,"Accepted"
10221,2227,9,"Interested"
10222,2227,1,"Accepted"
10223,2227,2,"Interested"
10224,6918,2,"Rejected"
10225,6918,10,"Applying"
10226,6918,1,"Interested"
10227,6918,9,"Interested"
10228,6918,3,"Enrolled"
10229,6918,8,"Interested"
10230,6918,7,"Applying"
10231,6918,4,"Enrolled"
10232,6918,6,"Applied"
10233,6269,3,"Applying"
10234,6269,2,"Rejected"
10235,6086,1,"Interested"
10236,6086,6,"Enrolled"
10237,6086,5,"Enrolled"
10238,6086,4,"Interested"
10239,6086,8,"Rejected"
10240,6086,9,"Interested"
10241,6086,2,"Accepted"
10242,6086,3,"Interested"
10243,6086,10,"Interested"
10244,1199,2,"Interested"
10245,1199,7,"Interested"
10246,1199,10,"Interested"
10247,1199,1,"Applying"
10248,1199,5,"Interested"
10249,1199,8,"Accepted"
10250,2472,9,"Applying"
10251,2472,1,"Interested"
10252,2472,10,"Enrolled"
10253,2472,7,"Rejected"
10254,2472,3,"Interested"
10255,1402,7,"Interested"
10256,1402,3,"Enrolled"
10257,1402,9,"Interested"
10258,1402,6,"Interested"
10259,1402,4,"Interested"
10260,1402,8,"Applied"
10261,1402,1,"Applying"
10262,1402,10,"Interested"
10263,1402,2,"Rejected"
10264,6412,2,"Interested"
10265,6412,6,"Interested"
10266,6412,10,"Rejected"
10267,6412,1,"Interested"
10268,6412,9,"Rejected"
10269,6412,3,"Applied"
10270,150,2,"Interested"
10271,150,10,"Applying"
10272,150,8,"Rejected"
10273,150,5,"Accepted"
10274,4721,6,"Interested"
10275,4721,5,"Applied"
10276,4721,9,"Rejected"
10277,4721,10,"Interested"
10278,4721,4,"Rejected"
10279,4721,7,"Interested"
10280,4721,2,"Applied"
10281,4721,3,"Interested"
10282,4721,8,"Applying"
10283,2904,10,"Interested"
10284,2904,9,"Interested"
10285,2904,2,"Interested"
10286,2904,8,"Applied"
10287,2904,4,"Accepted"
10288,2904,7,"Rejected"
10289,2904,6,"Interested"
10290,5197,10,"Applied"
10291,5197,7,"Applied"
10292,5197,3,"Accepted"
10293,5197,8,"Interested"
10294,5197,9,"Interested"
10295,5197,6,"Interested"
10296,5197,2,"Applying"
10297,5197,5,"Interested"
10298,5337,4,"Applied"
10299,5337,2,"Accepted"
10300,5337,10,"Applying"
10301,5337,6,"Interested"
10302,5337,3,"Accepted"
10303,5337,7,"Interested"
10304,5337,8,"Interested"
10305,5337,9,"Applying"
10306,5337,1,"Interested"
10307,3395,10,"Interested"
10308,3395,2,"Applying"
10309,3395,7,"Applied"
10310,3395,4,"Accepted"
10311,3395,6,"Applied"
10312,7802,6,"Interested"
10313,7802,3,"Applying"
10314,7802,7,"Interested"
10315,7802,9,"Rejected"
10316,7802,10,"Applying"
10317,7802,8,"Interested"
10318,7802,5,"Interested"
10319,7802,1,"Accepted"
10320,8668,2,"Interested"
10321,8668,4,"Interested"
10322,8668,5,"Rejected"
10323,8668,3,"Interested"
10324,8668,8,"Enrolled"
10325,8668,1,"Accepted"
10326,8668,10,"Accepted"
10327,8668,9,"Rejected"
10328,8332,6,"Interested"
10329,8332,5,"Enrolled"
10330,8332,2,"Accepted"
10331,8332,9,"Interested"
10332,8332,1,"Interested"
10333,8332,4,"Applied"
10334,8369,9,"Accepted"
10335,8369,8,"Rejected"
10336,8369,10,"Interested"
10337,8369,3,"Applied"
10338,8369,6,"Accepted"
10339,8369,5,"Interested"
10340,8369,7,"Interested"
10341,8369,4,"Interested"
10342,8369,2,"Rejected"
10343,305,2,"Interested"
10344,305,10,"Interested"
10345,305,6,"Rejected"
10346,305,8,"Applied"
10347,305,7,"Applying"
10348,305,5,"Interested"
10349,305,3,"Accepted"
10350,305,1,"Applied"
10351,305,4,"Enrolled"
10352,1131,10,"Interested"
10353,1131,2,"Interested"
10354,1131,1,"Interested"
10355,1131,8,"Interested"
10356,1131,7,"Rejected"
10357,1131,3,"Interested"
10358,1131,9,"Applied"
10359,5110,8,"Applied"
10360,5110,9,"Interested"
10361,5110,3,"Rejected"
10362,5110,7,"Interested"
10363,5110,6,"Interested"
10364,5110,5,"Interested"
10365,5110,10,"Enrolled"
10366,5110,1,"Applying"
10367,5110,4,"Interested"
10368,4247,6,"Accepted"
10369,4247,8,"Interested"
10370,4247,2,"Applying"
10371,4247,1,"Rejected"
10372,4247,10,"Interested"
10373,4247,9,"Interested"
10374,4247,4,"Interested"
10375,8348,4,"Applied"
10376,8348,2,"Applied"
10377,8348,8,"Rejected"
10378,8348,5,"Rejected"
10379,8348,3,"Rejected"
10380,8348,7,"Interested"
10381,8348,10,"Interested"
10382,9792,10,"Applying"
10383,9792,6,"Interested"
10384,9792,5,"Interested"
10385,9792,4,"Accepted"
10386,9792,9,"Interested"
10387,9792,2,"Applied"
10388,8745,4,"Accepted"
10389,8745,1,"Applied"
10390,8745,3,"Interested"
10391,8745,9,"Interested"
10392,8745,5,"Interested"
10393,8745,8,"Interested"
10394,8745,10,"Interested"
10395,8745,7,"Interested"
10396,8745,2,"Interested"
10397,5514,7,"Applying"
10398,5514,5,"Enrolled"
10399,5514,1,"Interested"
10400,5514,9,"Applied"
10401,5514,6,"Interested"
10402,618,10,"Rejected"
10403,618,6,"Applying"
10404,618,2,"Interested"
10405,618,5,"Interested"
10406,618,1,"Interested"
10407,618,3,"Interested"
10408,618,7,"Enrolled"
10409,6187,4,"Rejected"
10410,6187,9,"Interested"
10411,6187,1,"Interested"
10412,6187,3,"Interested"
10413,6187,5,"Applying"
10414,6187,8,"Rejected"
10415,6187,10,"Interested"
10416,7209,9,"Accepted"
10417,7209,1,"Interested"
10418,7209,6,"Applied"
10419,7209,3,"Applied"
10420,7209,5,"Rejected"
10421,7209,7,"Enrolled"
10422,7209,4,"Interested"
10423,7209,10,"Interested"
10424,7209,8,"Applying"
10425,7209,2,"Rejected"
10426,4973,8,"Enrolled"
10427,4973,3,"Interested"
10428,4973,2,"Interested"
10429,4973,5,"Interested"
10430,4973,7,"Accepted"
10431,6191,3,"Interested"
10432,6191,7,"Interested"
10433,6191,5,"Applied"
10434,6191,9,"Rejected"
10435,6191,6,"Applied"
10436,6191,1,"Applied"
10437,6191,4,"Interested"
10438,6905,2,"Interested"
10439,6905,1,"Accepted"
10440,6905,3,"Interested"
10441,6905,6,"Rejected"
10442,6905,9,"Applied"
10443,6905,4,"Interested"
10444,6905,7,"Enrolled"
10445,6686,7,"Applying"
10446,6686,10,"Applying"
10447,6686,3,"Rejected"
10448,6686,4,"Interested"
10449,6686,1,"Interested"
10450,6686,9,"Applied"
10451,6686,2,"Enrolled"
10452,6686,5,"Interested"
10453,6686,6,"Interested"
10454,3901,6,"Rejected"
10455,3901,5,"Interested"
10456,3901,9,"Interested"
10457,3901,1,"Interested"
10458,3901,7,"Applied"
10459,3901,8,"Interested"
10460,3901,2,"Applied"
10461,3901,4,"Interested"
10462,3901,10,"Applying"
10463,7149,4,"Rejected"
10464,7149,8,"Applying"
10465,7149,7,"Interested"
10466,7149,5,"Accepted"
10467,7149,9,"Interested"
10468,7149,10,"Interested"
10469,7149,3,"Interested"
10470,7149,6,"Interested"
10471,7149,1,"Interested"
10472,230,9,"Rejected"
10473,230,2,"Interested"
10474,230,7,"Interested"
10475,230,4,"Interested"
10476,230,5,"Enrolled"
10477,380,4,"Accepted"
10478,380,10,"Interested"
10479,380,5,"Interested"
10480,380,9,"Rejected"
10481,380,7,"Interested"
10482,380,6,"Interested"
10483,380,3,"Enrolled"
10484,380,1,"Interested"
10485,380,2,"Applying"
10486,9470,2,"Accepted"
10487,9470,7,"Interested"
10488,9470,6,"Interested"
10489,9470,3,"Interested"
10490,9470,4,"Applying"
10491,9470,5,"Accepted"
10492,9470,1,"Interested"
10493,6731,2,"Applying"
10494,6731,1,"Interested"
10495,6731,5,"Applying"
10496,5427,5,"Rejected"
10497,5427,7,"Interested"
10498,5427,2,"Interested"
10499,5427,4,"Interested"
10500,7994,5,"Applying"
10501,7994,1,"Interested"
10502,7994,10,"Rejected"
10503,7994,8,"Interested"
10504,7994,4,"Enrolled"
10505,7994,3,"Interested"
10506,7994,2,"Accepted"
10507,7994,6,"Applied"
10508,7994,9,"Interested"
10509,2628,3,"Interested"
10510,2628,4,"Interested"
10511,2628,2,"Enrolled"
10512,2628,6,"Interested"
10513,2628,5,"Interested"
10514,2628,1,"Applied"
10515,2628,9,"Rejected"
10516,8968,6,"Interested"
10517,8968,4,"Accepted"
10518,8968,7,"Interested"
10519,8968,8,"Interested"
10520,8968,5,"Interested"
10521,8968,2,"Applying"
10522,8968,3,"Applying"
10523,8968,10,"Interested"
10524,8968,1,"Accepted"
10525,224,6,"Interested"
10526,224,4,"Interested"
10527,224,7,"Interested"
10528,224,2,"Interested"
10529,224,8,"Interested"
10530,224,10,"Applying"
10531,2493,5,"Applied"
10532,2493,2,"Rejected"
10533,2493,6,"Rejected"
10534,2493,8,"Accepted"
10535,2493,3,"Accepted"
10536,2493,10,"Applying"
10537,2493,1,"Interested"
10538,2493,9,"Accepted"
10539,2493,4,"Rejected"
10540,3360,6,"Interested"
10541,3360,1,"Applied"
10542,3360,10,"Applied"
10543,3360,7,"Interested"
10544,3360,3,"Applying"
10545,3360,2,"Interested"
10546,9258,10,"Interested"
10547,9258,7,"Interested"
10548,9258,2,"Interested"
10549,9258,6,"Interested"
10550,9258,1,"Rejected"
10551,2877,5,"Interested"
10552,2877,6,"Interested"
10553,2877,4,"Applied"
10554,2877,1,"Applied"
10555,2877,10,"Interested"
10556,2877,7,"Interested"
10557,2877,2,"Interested"
10558,2877,9,"Interested"
10559,6893,4,"Rejected"
10560,6893,3,"Interested"
10561,6893,8,"Rejected"
10562,6893,1,"Interested"
10563,6893,2,"Interested"
10564,6893,9,"Interested"
10565,9185,10,"Applying"
10566,9185,3,"Interested"
10567,9185,4,"Rejected"
10568,9185,7,"Accepted"
10569,9185,5,"Enrolled"
10570,9185,2,"Enrolled"
10571,9185,6,"Interested"
10572,6175,7,"Interested"
10573,6175,9,"Accepted"
10574,6175,9,"Applying"
10575,3403,8,"Interested"
10576,3403,6,"Applied"
10577,3403,2,"Interested"
10578,3403,10,"Interested"
10579,3403,4,"Applying"
10580,3403,7,"Interested"
10581,3403,5,"Interested"
10582,2208,9,"Interested"
10583,2208,7,"Interested"
10584,2208,4,"Accepted"
10585,2208,8,"Interested"
10586,2208,2,"Interested"
10587,2208,6,"Applied"
10588,2208,5,"Accepted"
10589,2208,3,"Rejected"
10590,2208,10,"Applied"
10591,1320,6,"Accepted"
10592,1320,1,"Interested"
10593,1320,6,"Interested"
10594,1320,2,"Interested"
10595,1320,8,"Applied"
10596,3734,6,"Applying"
10597,3734,2,"Interested"
10598,3734,9,"Interested"
10599,3734,4,"Interested"
10600,3734,7,"Interested"
10601,3734,5,"Applying"
10602,3734,3,"Interested"
10603,3734,8,"Interested"
10604,3734,1,"Interested"
10605,4716,1,"Applying"
10606,4716,3,"Interested"
10607,4716,3,"Interested"
10608,4716,4,"Applying"
10609,4716,7,"Interested"
10610,4716,1,"Applying"
10611,208,8,"Interested"
10612,208,2,"Rejected"
10613,208,4,"Applying"
10614,208,5,"Interested"
10615,208,3,"Enrolled"
10616,208,6,"Interested"
10617,6040,2,"Interested"
10618,6040,5,"Enrolled"
10619,6040,10,"Interested"
10620,6040,8,"Accepted"
10621,6040,6,"Applying"
10622,6040,6,"Applied"
10623,6040,2,"Applying"
10624,1991,8,"Accepted"
10625,1991,6,"Interested"
10626,1991,10,"Interested"
10627,1991,7,"Accepted"
10628,1991,2,"Applying"
10629,1991,9,"Rejected"
10630,1991,3,"Interested"
10631,1991,1,"Applied"
10632,4668,9,"Interested"
10633,4668,6,"Interested"
10634,4668,4,"Enrolled"
10635,4668,3,"Applying"
10636,4668,8,"Interested"
10637,4668,5,"Applied"
10638,4668,7,"Enrolled"
10639,4668,10,"Applying"
10640,7140,8,"Rejected"
10641,7140,3,"Enrolled"
10642,7140,6,"Interested"
10643,7140,4,"Applied"
10644,7140,5,"Applied"
10645,4097,7,"Interested"
10646,4097,8,"Interested"
10647,4097,5,"Rejected"
10648,4097,1,"Accepted"
10649,4097,10,"Interested"
10650,4097,2,"Interested"
10651,4097,9,"Rejected"
10652,4097,3,"Interested"
10653,4097,4,"Applied"
10654,768,8,"Applied"
10655,768,2,"Accepted"
10656,768,10,"Interested"
10657,768,4,"Applying"
10658,768,3,"Interested"
10659,768,9,"Interested"
10660,768,1,"Interested"
10661,768,7,"Applying"
10662,768,5,"Applied"
10663,5028,1,"Interested"
10664,5028,8,"Interested"
10665,5028,6,"Interested"
10666,5028,9,"Interested"
10667,5028,4,"Interested"
10668,5028,2,"Interested"
10669,5028,3,"Interested"
10670,5028,7,"Interested"
10671,5028,5,"Interested"
10672,5028,10,"Interested"
10673,8107,10,"Applying"
10674,8107,1,"Rejected"
10675,8107,8,"Interested"
10676,8107,9,"Applied"
10677,8107,3,"Rejected"
10678,8107,6,"Accepted"
10679,8107,5,"Interested"
10680,8107,7,"Interested"
10681,9210,9,"Interested"
10682,9210,4,"Interested"
10683,9210,8,"Applying"
10684,9210,8,"Interested"
10685,9210,3,"Accepted"
10686,9210,9,"Accepted"
10687,9210,1,"Accepted"
10688,9210,6,"Rejected"
10689,9210,4,"Interested"
10690,6176,4,"Interested"
10691,6176,7,"Applied"
10692,6176,3,"Interested"
10693,6176,10,"Interested"
10694,6176,9,"Interested"
10695,6176,2,"Interested"
10696,6176,1,"Interested"
10697,1636,3,"Interested"
10698,1636,4,"Interested"
10699,1636,8,"Interested"
10700,1636,6,"Enrolled"
10701,1636,2,"Interested"
10702,1636,10,"Applied"
10703,1636,1,"Applying"
10704,1636,5,"Enrolled"
10705,105,6,"Rejected"
10706,105,8,"Applying"
10707,105,9,"Interested"
10708,105,4,"Interested"
10709,105,2,"Interested"
10710,105,10,"Accepted"
10711,105,7,"Interested"
10712,105,5,"Interested"
10713,105,3,"Interested"
10714,105,1,"Interested"
10715,655,6,"Interested"
10716,655,10,"Accepted"
10717,655,9,"Accepted"
10718,655,3,"Interested"
10719,655,7,"Rejected"
10720,655,4,"Interested"
10721,5168,10,"Accepted"
10722,7946,1,"Rejected"
10723,7946,3,"Interested"
10724,7946,9,"Interested"
10725,7946,7,"Interested"
10726,5544,5,"Applying"
10727,5544,10,"Interested"
10728,5544,9,"Interested"
10729,5544,2,"Interested"
10730,5544,6,"Rejected"
10731,5544,4,"Interested"
10732,5544,8,"Accepted"
10733,5544,1,"Applied"
10734,4689,7,"Accepted"
10735,4689,5,"Applied"
10736,4689,8,"Interested"
10737,4689,10,"Applied"
10738,4689,2,"Interested"
10739,4689,6,"Rejected"
10740,1103,8,"Enrolled"
10741,1103,5,"Interested"
10742,1103,4,"Rejected"
10743,1103,10,"Interested"
10744,4166,5,"Rejected"
10745,4166,4,"Applying"
10746,4166,1,"Applied"
10747,4166,2,"Rejected"
10748,4166,6,"Applied"
10749,4166,8,"Applied"
10750,4166,3,"Accepted"
10751,4166,7,"Enrolled"
10752,4166,9,"Interested"
10753,5969,1,"Interested"
10754,5969,5,"Interested"
10755,5969,7,"Rejected"
10756,5969,10,"Interested"
10757,5969,4,"Applying"
10758,5969,3,"Applying"
10759,5969,9,"Rejected"
10760,7865,1,"Interested"
10761,7865,7,"Interested"
10762,7865,4,"Interested"
10763,7865,3,"Interested"
10764,7865,2,"Interested"
10765,7865,9,"Interested"
10766,35,1,"Interested"
10767,35,7,"Accepted"
10768,35,9,"Interested"
10769,35,6,"Applying"
10770,35,4,"Applied"
10771,9033,7,"Interested"
10772,9033,10,"Enrolled"
10773,9033,3,"Interested"
10774,9033,1,"Enrolled"
10775,9033,9,"Applying"
10776,9033,4,"Applied"
10777,9033,8,"Interested"
10778,9033,5,"Rejected"
10779,6586,2,"Interested"
10780,6586,10,"Interested"
10781,6586,5,"Applied"
10782,6586,6,"Interested"
10783,6586,4,"Rejected"
10784,6586,7,"Applying"
10785,6586,9,"Interested"
10786,6586,3,"Interested"
10787,6586,1,"Interested"
10788,6586,8,"Accepted"
10789,1081,5,"Interested"
10790,1081,7,"Interested"
10791,1081,6,"Interested"
10792,1081,9,"Applying"
10793,1081,1,"Interested"
10794,1081,2,"Interested"
10795,1081,4,"Enrolled"
10796,8568,10,"Interested"
10797,8568,9,"Applying"
10798,8568,5,"Interested"
10799,8568,1,"Applied"
10800,8568,3,"Enrolled"
10801,122,3,"Interested"
10802,122,6,"Interested"
10803,122,7,"Rejected"
10804,122,5,"Interested"
10805,122,1,"Rejected"
10806,122,9,"Interested"
10807,122,10,"Applied"
10808,122,2,"Applying"
10809,7711,2,"Rejected"
10810,7711,9,"Interested"
10811,7711,3,"Applying"
10812,7711,5,"Interested"
10813,7711,10,"Accepted"
10814,7711,4,"Interested"
10815,7711,6,"Interested"
10816,47,1,"Interested"
10817,47,9,"Applying"
10818,47,4,"Interested"
10819,47,10,"Interested"
10820,47,3,"Applying"
10821,47,5,"Interested"
10822,47,7,"Interested"
10823,47,2,"Applying"
10824,4918,10,"Applied"
10825,4918,4,"Applying"
10826,4918,8,"Interested"
10827,4918,1,"Accepted"
10828,4918,9,"Rejected"
10829,4918,6,"Interested"
10830,4918,2,"Interested"
10831,4918,3,"Rejected"
10832,4918,7,"Applied"
10833,3808,6,"Accepted"
10834,3808,3,"Interested"
10835,3808,4,"Rejected"
10836,3808,2,"Rejected"
10837,3808,5,"Interested"
10838,3808,10,"Rejected"
10839,3808,9,"Interested"
10840,3808,7,"Interested"
10841,4186,9,"Rejected"
10842,4186,8,"Enrolled"
10843,4186,3,"Interested"
10844,4186,1,"Applied"
10845,4186,7,"Interested"
10846,4186,10,"Interested"
10847,4186,6,"Interested"
10848,9271,6,"Accepted"
10849,9271,3,"Applied"
10850,9271,1,"Interested"
10851,9271,8,"Interested"
10852,9271,10,"Applied"
10853,9271,2,"Applying"
10854,4728,10,"Applying"
10855,4728,5,"Applied"
10856,4728,4,"Interested"
10857,4728,3,"Interested"
10858,4728,1,"Interested"
10859,4728,1,"Enrolled"
10860,7576,5,"Interested"
10861,7576,9,"Interested"
10862,7576,7,"Applied"
10863,7576,6,"Interested"
10864,7576,2,"Rejected"
10865,7576,1,"Applied"
10866,7576,8,"Interested"
10867,7576,3,"Interested"
10868,7576,10,"Interested"
10869,9624,7,"Interested"
10870,9624,5,"Applying"
10871,9624,2,"Interested"
10872,9624,4,"Applied"
10873,9624,1,"Accepted"
10874,9624,9,"Accepted"
10875,9624,10,"Applied"
10876,6021,4,"Rejected"
10877,6021,2,"Interested"
10878,6021,6,"Interested"
10879,6021,9,"Enrolled"
10880,6021,3,"Rejected"
10881,6021,1,"Enrolled"
10882,6021,10,"Enrolled"
10883,6021,5,"Applied"
10884,5636,6,"Interested"
10885,5636,10,"Interested"
10886,5636,1,"Interested"
10887,5636,6,"Enrolled"
10888,5636,6,"Interested"
10889,9445,6,"Interested"
10890,9445,2,"Applied"
10891,9445,10,"Interested"
10892,9445,2,"Applying"
10893,9445,3,"Interested"
10894,9445,8,"Interested"
10895,9445,2,"Interested"
10896,9445,3,"Interested"
10897,1563,3,"Interested"
10898,1563,5,"Applying"
10899,1563,8,"Applied"
10900,1563,4,"Interested"
10901,1563,6,"Interested"
10902,3412,6,"Enrolled"
10903,3412,7,"Rejected"
10904,3412,8,"Applying"
10905,3412,1,"Rejected"
10906,3412,5,"Interested"
10907,3412,3,"Applied"
10908,5455,1,"Interested"
10909,5455,10,"Interested"
10910,5455,7,"Accepted"
10911,7844,9,"Rejected"
10912,7844,7,"Interested"
10913,7844,2,"Rejected"
10914,7844,8,"Accepted"
10915,7844,6,"Accepted"
10916,7844,10,"Rejected"
10917,7844,5,"Accepted"
10918,7844,1,"Accepted"
10919,7844,4,"Interested"
10920,4156,10,"Applying"
10921,4156,10,"Accepted"
10922,4156,4,"Applied"
10923,9292,7,"Interested"
10924,9292,3,"Interested"
10925,9292,2,"Interested"
10926,9292,6,"Accepted"
10927,5159,5,"Interested"
10928,5159,10,"Interested"
10929,5159,3,"Rejected"
10930,5159,9,"Applying"
10931,5159,2,"Rejected"
10932,5159,1,"Interested"
10933,4126,2,"Accepted"
10934,4126,9,"Rejected"
10935,4126,4,"Interested"
10936,4126,6,"Applying"
10937,4126,8,"Interested"
10938,4126,5,"Applied"
10939,4126,1,"Interested"
10940,4212,5,"Applied"
10941,4212,10,"Interested"
10942,4212,4,"Rejected"
10943,4212,9,"Interested"
10944,1697,9,"Interested"
10945,1697,9,"Accepted"
10946,1697,4,"Interested"
10947,1697,5,"Applied"
10948,1697,3,"Interested"
10949,1697,4,"Accepted"
10950,8993,3,"Interested"
10951,8993,6,"Applied"
10952,8993,2,"Interested"
10953,8993,7,"Interested"
10954,8993,5,"Enrolled"
10955,8993,9,"Interested"
10956,8993,10,"Accepted"
10957,5394,3,"Interested"
10958,5394,8,"Rejected"
10959,5394,7,"Rejected"
10960,5394,1,"Interested"
10961,5394,6,"Enrolled"
10962,5394,2,"Interested"
10963,5394,4,"Interested"
10964,44,3,"Interested"
10965,44,5,"Interested"
10966,9357,10,"Applying"
10967,9357,3,"Interested"
10968,9357,6,"Applying"
10969,9357,4,"Applying"
10970,9357,5,"Interested"
10971,9357,1,"Rejected"
10972,7154,8,"Interested"
10973,7154,5,"Accepted"
10974,7154,6,"Applied"
10975,7154,4,"Rejected"
10976,7154,7,"Interested"
10977,7154,10,"Accepted"
10978,7154,2,"Applied"
10979,7154,9,"Interested"
10980,7328,3,"Applied"
10981,7328,9,"Interested"
10982,7328,1,"Interested"
10983,7328,7,"Applying"
10984,7328,5,"Interested"
10985,7328,10,"Interested"
10986,7328,8,"Applied"
10987,1464,2,"Accepted"
10988,1464,9,"Interested"
10989,1464,3,"Accepted"
10990,1464,10,"Accepted"
10991,180,2,"Applying"
10992,180,10,"Interested"
10993,180,5,"Interested"
10994,180,6,"Interested"
10995,180,3,"Interested"
10996,180,8,"Accepted"
10997,180,1,"Applied"
10998,6898,8,"Interested"
10999,6898,1,"Applied"
11000,6898,6,"Interested"
11001,6898,7,"Interested"
11002,6898,10,"Rejected"
11003,6898,4,"Applied"
11004,6898,2,"Accepted"
11005,6898,3,"Interested"
11006,1570,5,"Rejected"
11007,1570,10,"Applying"
11008,1570,1,"Interested"
11009,1570,4,"Interested"
11010,1570,3,"Rejected"
11011,1570,9,"Enrolled"
11012,1570,8,"Interested"
11013,1570,7,"Applying"
11014,1570,2,"Applied"
11015,9589,7,"Applying"
11016,9589,2,"Applied"
11017,9589,10,"Accepted"
11018,9589,9,"Interested"
11019,9589,6,"Interested"
11020,9589,1,"Interested"
11021,9589,4,"Enrolled"
11022,9589,8,"Enrolled"
11023,5240,10,"Applied"
11024,5240,2,"Rejected"
11025,5240,7,"Applying"
11026,5240,6,"Rejected"
11027,5240,1,"Interested"
11028,5240,4,"Interested"
